,timestamp,lastpull_ts,link,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,n_pics,views,favorites,workingURL,view_rate,favorite_rate,fav_per_view
0,1584391700,1584569986,https://cars.ksl.com/listing/6312821,29995,2015,Toyota,Sienna,Van,26346,Clean Title,American Fork,UT,Dealer,Limited Premium,black,gray,Automatic,,6.0,Gasoline,,Excellent,Excellent,AWD,0,12.0,0.0,1,5.815375295872923,0.0,0.0
1,1584391680,1584569987,https://cars.ksl.com/listing/6296049,18887,2014,BMW,5 Series,Sedan,54887,,Farmington,UT,Dealer,528i xDrive,white,venetian beige/excl. stit,Automatic,,4.0,Gasoline,4.0,,,AWD,13,27.0,1.0,1,13.083053385453177,0.48455753279456215,0.037037037037037035
2,1584391670,1584569988,https://cars.ksl.com/listing/6312820,3500,2007,Mazda,Mazda3,Compact,164000,Clean Title,Mona,UT,Owner,Sport,red,black,Manual,2.3,4.0,Gasoline,4.0,Very Good,Very Good,FWD,1,79.0,4.0,1,38.277683688690985,1.9381105665159994,0.05063291139240506
3,1584391597,1584569988,https://cars.ksl.com/listing/6296047,32000,2015,Lexus,RX 450,Sport Utility,47886,,Lindon,UT,Dealer,,satin cashmere metallic,parchment,Automatic,,6.0,Hybrid,4.0,,,AWD,38,,,0,,,
4,1584391570,1584569990,https://cars.ksl.com/listing/6312818,38982,2018,Jeep,Wrangler,Crossover,18986,Clean Title,Murray,UT,Dealer,Unlimited Sahara,silver,tan,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,0,5.0,0.0,1,2.4212532227328776,0.0,0.0
5,1584391555,1584569992,https://cars.ksl.com/listing/6296046,20000,2013,Lexus,RX 350,Sport Utility,80179,,Lindon,UT,Dealer,,nebula gray pearl,black,Automatic,,6.0,Gasoline,4.0,,,AWD,38,10.0,1.0,1,4.8420450915449145,0.48420450915449154,0.1
6,1584391535,1584569992,https://cars.ksl.com/listing/6312815,500,1999,Jeep,Grand Cherokee,SUV,160000,Clean Title,West Jordan,UT,Owner,,red,tan,Automatic,,8.0,Gasoline,4.0,Good,Good,4-Wheel Drive,3,375.0,6.0,1,181.55634130350728,2.904901460856116,0.016
7,1584391514,1584569993,https://cars.ksl.com/listing/6296045,34000,2015,Lexus,RX 450,Sport Utility,39608,,Lindon,UT,Dealer,,silver lining metallic,saddle tan,Automatic,,6.0,Hybrid,4.0,,,AWD,37,6.0,0.0,1,2.904543391659523,0.0,0.0
8,1584391474,1584569995,https://cars.ksl.com/listing/6296044,24000,2017,Lexus,CT,Hatchback,27641,,Lindon,UT,Dealer,CT 200h,atomic silver,black,Automatic,,4.0,Hybrid,4.0,,,,34,16.0,0.0,1,7.743626800208378,0.0,0.0
9,1584391402,1584569995,https://cars.ksl.com/listing/6312813,3500,2008,Nissan,Sentra,Sedan,125000,Clean Title,West Valley City,UT,Owner,SE,blue,gray,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,8,,,0,,,
10,1584391395,1584569996,https://cars.ksl.com/listing/6312812,5500,1994,Toyota,Pickup,Truck,95117,Clean Title,Salt Lake City,UT,Owner,,green,gray,Manual,,4.0,Gasoline,,,,4-Wheel Drive,8,468.0,14.0,1,226.3996282215665,6.772638451072503,0.029914529914529916
11,1584391392,1584569996,https://cars.ksl.com/listing/6296043,22200,2013,Lexus,RX 350,Sport Utility,59142,,Lindon,UT,Dealer,,obsidian,black,Automatic,,6.0,Gasoline,4.0,,,AWD,35,28.0,4.0,1,13.545049382992541,1.9350070547132203,0.14285714285714285
12,1584391350,1584569998,https://cars.ksl.com/listing/6296042,19800,2019,Nissan,Rogue,Sport Utility,30604,,Lindon,UT,Dealer,SV,glacier white,charcoal,Automatic,,4.0,Gasoline,4.0,,,AWD,34,8.0,0.0,1,3.8690609466660693,0.0,0.0
13,1584391315,1584569999,https://cars.ksl.com/listing/6261888,9000,2003,BMW,3 Series,Convertible,107400,Clean Title,Orem,UT,Owner,M3,red,brown,Automanual,,6.0,Gasoline,2.0,Excellent,Excellent,RWD,9,508.0,17.0,1,245.63587114682903,8.220098050189161,0.03346456692913386
14,1584391309,1584570002,https://cars.ksl.com/listing/5129768,4495,2006,Dodge,Durango,Wagon,223770,Clean Title,Salt Lake City,UT,Dealer,SLT,red,black,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,20,324.0,10.0,1,156.6575075688471,4.835108258297751,0.030864197530864196
15,1584391268,1584570003,https://cars.ksl.com/listing/6243652,13990,2014,Honda,Civic,Sedan,106601,Clean Title,West Valley City,UT,Dealer,Si,,,,,4.0,Gasoline,,,,,15,322.0,11.0,1,155.65390102665958,5.317369289730607,0.034161490683229816
16,1584391226,1584570003,https://cars.ksl.com/listing/6243651,13500,2013,Mitsubishi,Lancer,Sedan,44252,Clean Title,West Valley City,UT,Dealer,Ralliart,,,,,4.0,Gasoline,,,,AWD,15,487.0,14.0,1,235.35913456428958,6.76597101416849,0.028747433264887063
17,1584391185,1584570004,https://cars.ksl.com/listing/5504176,16300,2008,Toyota,FJ Cruiser,Sport Utility,133527,Clean Title,Pleasant Grove,UT,Dealer,,black,black,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,20,1343.0,22.0,1,648.8974885219131,10.629742924409598,0.016381236038719285
18,1584391108,1584570006,https://cars.ksl.com/listing/6312809,8700,1980,Ford,Expedition,Sport Utility,75000,Clean Title,Riverton,UT,Owner,XLT,black,black,Automatic,,8.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,4,,,0,,,
19,1584391067,1584570006,https://cars.ksl.com/listing/6312808,6800,2008,Jeep,Grand Cherokee,Sport Utility,145000,Clean Title,Bluffdale,UT,Owner,,black,black,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,8,88.0,5.0,1,42.49045764198973,2.414230547840325,0.056818181818181816
20,1584391041,1584570007,https://cars.ksl.com/listing/6312807,4050,2013,Volkswagen,Golf,Hatchback,135000,Rebuilt/Reconstructed Title,Orem,UT,Owner,,silver,black,Automatic,,5.0,Gasoline,,,,,1,,,0,,,
21,1584391020,1584570007,https://cars.ksl.com/listing/6277510,22899,2014,Dodge,Challenger,Coupe,13410,,Ogden,UT,Dealer,R/T,white,black,,,8.0,Gasoline,2.0,,,RWD,24,124.0,4.0,1,59.85686111281824,1.930866487510266,0.03225806451612903
22,1584390926,1584570008,https://cars.ksl.com/listing/6312806,7200,2011,BMW,X5,Sport Utility,140200,Clean Title,Provo,UT,Owner,35i Premium,black,tan,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,AWD,9,102.0,2.0,1,49.210975977485184,0.9649210975977485,0.0196078431372549
23,1584390914,1584570010,https://cars.ksl.com/listing/6312804,12500,2002,Ford,F-250,Truck,215000,Clean Title,Midvale,UT,Owner,,,,,,8.0,Diesel,,,,4-Wheel Drive,5,,,0,,,
24,1584390761,1584570011,https://cars.ksl.com/listing/6312800,3450,1994,Mitsubishi,Mighty Max,Truck,248133,Clean Title,Roy,UT,Dealer,,red,gray,Manual,,6.0,Gasoline,2.0,,,4-Wheel Drive,21,235.0,2.0,1,113.27196652719667,0.9640167364016736,0.00851063829787234
25,1584390731,1584570012,https://cars.ksl.com/listing/6312799,4000,2007,Ford,Ranger,Truck,98000,Clean Title,Taylorsville,UT,Owner,XL,white,gray,Manual,,4.0,Gasoline,2.0,Very Good,Very Good,RWD,12,399.0,14.0,1,192.28808406914288,6.746950318215539,0.03508771929824561
26,1584390692,1584570013,https://cars.ksl.com/listing/5917848,15499,1990,BMYM,M923A2,Truck,20000,Clean Title,Provo,UT,Owner,,green,green,Automatic,,6.0,Diesel,2.0,Very Good,Very Good,AWD,36,3019.0,63.0,1,1454.6071012318691,30.354503934285443,0.020867837032129844
27,1584390672,1584570014,https://cars.ksl.com/listing/6312798,6500,2011,Ford,Edge,SUV,152000,Clean Title,Springville,UT,Owner,,brown,,,,6.0,Gasoline,4.0,Good,Good,FWD,6,39.0,0.0,1,18.788683074795642,0.0,0.0
28,1584390631,1584570014,https://cars.ksl.com/listing/6312797,3000,1988,Nissan,Pathfinder,SUV,257000,Clean Title,American Fork,UT,Owner,XE,red,brown,Manual,3.0,6.0,Gasoline,2.0,Good,Very Good,4-Wheel Drive,2,75.0,2.0,1,36.12382444267294,0.9633019851379452,0.02666666666666667
29,1584390523,1584570015,https://cars.ksl.com/listing/6312795,27999,2018,Toyota,Tundra,Truck,21232,Rebuilt/Reconstructed Title,Murray,UT,Dealer,SR5,blue,gray,Automatic,,8.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,20,78.0,0.0,1,37.54596305127805,0.0,0.0
30,1584390516,1584570015,https://cars.ksl.com/listing/6100771,11900,2016,Nissan,Altima,Sedan,40704,Clean Title,Salt Lake City,UT,Dealer,2.5 S,gray,gray,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,11,,,0,,,
31,1584390441,1584570016,https://cars.ksl.com/listing/5139949,4900,2011,Chevrolet,HHR,Wagon,85350,Clean Title,Salt Lake City,UT,Dealer,LT,silver,gray,Automatic,2.2,4.0,Flex Fuel,4.0,Excellent,Excellent,FWD,13,1203.0,29.0,1,578.8066267576222,13.952944452178755,0.024106400665004156
32,1584390419,1584570017,https://cars.ksl.com/listing/5888025,8900,2014,Ford,Escape,Sport Utility,91729,Clean Title,Salt Lake City,UT,Dealer,SE,black,gray,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,2-Wheel Drive,18,761.0,30.0,1,366.09761801356365,14.432231984765977,0.03942181340341656
33,1584390397,1584570018,https://cars.ksl.com/listing/6296005,21476,2018,Toyota,Camry,Sedan,44480,,Murray,UT,Dealer,SE,super white,black,Automatic,,4.0,Gasoline,4.0,,,FWD,34,19.0,0.0,1,9.139243184260192,0.0,0.0
34,1584390389,1584570019,https://cars.ksl.com/listing/5920276,13900,2016,Toyota,Corolla,Sedan,34380,Clean Title,Salt Lake City,UT,Dealer,LE,blue,other,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,19,87.0,6.0,1,41.84601681233647,2.885932193954239,0.06896551724137931
35,1584390339,1584570019,https://cars.ksl.com/listing/6232923,18900,2014,Ram,1500,Truck,148937,Clean Title,Salt Lake City,UT,Dealer,Sport,black,black,Automatic,,8.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,21,66.0,2.0,1,31.736420302760468,0.9617097061442565,0.030303030303030304
36,1584390292,1584570021,https://cars.ksl.com/listing/5733378,10900,2015,Ford,Fusion,Sedan,65292,Clean Title,Salt Lake City,UT,Dealer,SE,silver,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,18,229.0,12.0,1,110.08574019774214,5.768685075864218,0.05240174672489083
37,1584390277,1584570021,https://cars.ksl.com/listing/6312790,7995,2008,BMW,X5,Sport Utility,126000,Clean Title,Midvale,UT,Dealer,4.8i,black,black,Automatic,,8.0,Gasoline,4.0,Excellent,Excellent,AWD,15,30.0,2.0,1,14.420509168595334,0.9613672779063557,0.06666666666666667
38,1584390240,1584570022,https://cars.ksl.com/listing/6228209,11900,2012,Dodge,Durango,Sport Utility,125880,Clean Title,Salt Lake City,UT,Dealer,Sport,other,beige,Automatic,,6.0,Flex Fuel,4.0,Excellent,Excellent,AWD,19,110.0,1.0,1,52.864024207095255,0.4805820382463206,0.00909090909090909
39,1584390231,1584570024,https://cars.ksl.com/listing/6296000,33164,2018,Honda,Odyssey,Minivan,29973,,St. George,UT,Dealer,EX-L,forest mist metallic,beige,Automatic,,6.0,Gasoline,4.0,,,FWD,5,14.0,0.0,1,6.727736897432047,0.0,0.0
40,1584390212,1584570025,https://cars.ksl.com/listing/6312789,9800,2015,Kia,Optima,Sedan,43585,Rebuilt/Reconstructed Title,Salt Lake City,UT,Dealer,SX Turbo,gray,black,Automatic,,4.0,Gasoline,,Very Good,Very Good,,10,30.0,0.0,1,14.41497555794075,0.0,0.0
41,1584390205,1584570025,https://cars.ksl.com/listing/6274074,11500,2011,Toyota,Venza,Wagon,117527,Clean Title,Salt Lake City,UT,Dealer,,blue,beige,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,AWD,21,102.0,3.0,1,49.00900900900901,1.4414414414414414,0.029411764705882353
42,1584390176,1584570026,https://cars.ksl.com/listing/6312788,3500,1999,Ford,F-250,Truck,443000,Clean Title,Salt Lake City,UT,Owner,XL,,,Manual,,8.0,Diesel,4.0,,,4-Wheel Drive,4,254.0,4.0,1,122.02168473728105,1.921601334445371,0.015748031496062992
43,1584390150,1584570027,https://cars.ksl.com/listing/6295999,47202,2019,Ram,2500,Truck,12647,,St. George,UT,Dealer,Big Horn,granite crystal metallic clearcoat,black / medium slate gray,Automatic,,6.0,Diesel,4.0,,,4-Wheel Drive,5,13.0,0.0,1,6.244266915725747,0.0,0.0
44,1584390123,1584570027,https://cars.ksl.com/listing/6266882,8750,2004,GMC,2500,Truck,270000,Clean Title,Hyrum,UT,Owner,,gray,gray,Automatic,6.6,8.0,Diesel,4.0,Fair,Fair,4-Wheel Drive,8,510.0,12.0,1,244.93062966915687,5.763073639274279,0.023529411764705882
45,1584390113,1584570028,https://cars.ksl.com/listing/6312786,500,1997,Jeep,Cherokee,SUV,216000,Clean Title,West Jordan,UT,Owner,Sport,black,gray,Automatic,4.0,6.0,Gasoline,4.0,Fair,Poor,4-Wheel Drive,7,,,0,,,
46,1584390026,1584570028,https://cars.ksl.com/listing/6312785,13995,2008,Toyota,Tacoma,Truck,159576,Clean Title,Sandy,UT,Owner,TRD Off Road,red,gray,Automatic,,6.0,Gasoline,4.0,Good,Very Good,4-Wheel Drive,19,314.0,13.0,1,150.71832535194054,6.239930667437029,0.041401273885350316
47,1584390016,1584570029,https://cars.ksl.com/listing/6274024,11900,2016,Kia,Sedona,Minivan,94515,Clean Title,Salt Lake City,UT,Dealer,LX,gray,beige,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,FWD,16,92.0,1.0,1,44.15681089699078,0.4799653358368563,0.010869565217391304
48,1584390012,1584570030,https://cars.ksl.com/listing/6312783,15850,2015,Kia,Optima,Sedan,56674,Clean Title,Layton,UT,Owner,SXL Turbo,white,black,Automatic,,4.0,Gasoline,4.0,Good,Excellent,FWD,7,36.0,0.0,1,17.278272172782724,0.0,0.0
49,1584390001,1584570031,https://cars.ksl.com/listing/6312782,9400,2017,Kia,Forte,Sedan,46000,Clean Title,Eagle Mountain,UT,Owner,S,white,black,Automanual,,4.0,Gasoline,4.0,Very Good,Very Good,FWD,0,,,0,,,
50,1584389902,1584570032,https://cars.ksl.com/listing/5537400,36995,2018,Chevrolet,Suburban,Sport Utility,35596,Clean Title,Draper,UT,Dealer,LT,silver,jet black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,30,506.0,25.0,1,242.70471326264368,11.991339588075277,0.04940711462450593
51,1584389897,1584570032,https://cars.ksl.com/listing/6301654,12500,2015,Nissan,Pathfinder,SUV,87900,Clean Title,West Jordan,UT,Owner,S,red,black,CVT,3.5,6.0,Gasoline,4.0,Very Good,Excellent,4-Wheel Drive,19,67.0,3.0,1,32.135898076442665,1.438920809392955,0.04477611940298507
52,1584389870,1584570033,https://cars.ksl.com/listing/6312781,2200,2006,Chevrolet,Malibu,Sedan,214850,Clean Title,Lindon,UT,Owner,LT,white,gray,,,6.0,Gasoline,4.0,Good,,FWD,5,22.0,1.0,1,10.55044598502467,0.4795657265920306,0.045454545454545456
53,1584389862,1584570034,https://cars.ksl.com/listing/5970194,23995,2015,Chevrolet,Silverado 1500,Truck,162050,Clean Title,Idaho Falls,ID,Dealer,High Country,black,brown,Automatic,,8.0,Flex Fuel,,,,4-Wheel Drive,18,1031.0,15.0,1,494.40756610350104,7.1931265679461855,0.014548981571290009
54,1584389771,1584570036,https://cars.ksl.com/listing/5692883,20000,2001,GMC,TC7H042,Industrial / Semi,68500,Clean Title,Orem,UT,Owner,,green,gray,Manual,,6.0,Diesel,2.0,Fair,Good,RWD,15,810.0,8.0,1,388.22844146118223,3.8343549773943915,0.009876543209876543
55,1584389754,1584570037,https://cars.ksl.com/listing/5430217,16250,2012,Ram,2500,Truck,247500,Clean Title,Orem,UT,Owner,SLT,white,gray,Automanual,,6.0,Diesel,4.0,Very Good,Very Good,4-Wheel Drive,26,2322.0,42.0,1,1112.8104147368304,20.128353754929748,0.01808785529715762
56,1584389740,1584570038,https://cars.ksl.com/listing/6312778,2799,2005,Nissan,Maxima,Sedan,124000,Clean Title,Midvale,UT,Dealer,SE-L,silver,black,,,6.0,Gasoline,4.0,Very Good,Good,FWD,9,80.0,4.0,1,38.33653174189398,1.9168265870946986,0.05
57,1584389732,1584570038,https://cars.ksl.com/listing/5875475,19499,2007,GMC,3500,Truck,161000,Clean Title,Orem,UT,Owner,DRW SLE,white,black,Automanual,,8.0,Diesel,4.0,Fair,Good,4-Wheel Drive,50,1840.0,32.0,1,881.7011081162022,15.33393231506439,0.017391304347826087
58,1584389720,1584570039,https://cars.ksl.com/listing/6240258,1800,1984,Nissan,D21,Truck,157000,Clean Title,Bluffdale,UT,Owner,,blue,blue,,2.4,4.0,Gasoline,2.0,,,2-Wheel Drive,1,954.0,26.0,1,457.10989967779324,12.457921794153698,0.027253668763102725
59,1584389712,1584570039,https://cars.ksl.com/listing/5866029,23999,2011,Ford,F-350,Truck,228000,Clean Title,Highland,UT,Owner,Lariat,white,black,Automanual,,8.0,Diesel,4.0,Excellent,Excellent,4-Wheel Drive,25,922.0,15.0,1,441.75747392237434,7.186943718910646,0.016268980477223426
60,1584389665,1584570040,https://cars.ksl.com/listing/6233664,24500,2013,Chevrolet,Silverado 3500HD,Truck,221156,Clean Title,Orem,UT,Owner,LTZ,white,black,Automanual,,8.0,Diesel,4.0,Good,Excellent,4-Wheel Drive,12,115.0,3.0,1,55.08523908523909,1.4370062370062366,0.02608695652173913
61,1584389657,1584570042,https://cars.ksl.com/listing/6224078,5500,2006,Nissan,Xterra,SUV,191642,Clean Title,Salt Lake City,UT,Owner,,white,brown,Automatic,,6.0,Gasoline,4.0,Very Good,Very Good,4-Wheel Drive,7,155.0,6.0,1,74.24120630872855,2.873853147434654,0.03870967741935484
62,1584389648,1584570043,https://cars.ksl.com/listing/6059107,52995,2018,Dodge,Charger,Sedan,31000,Clean Title,American Fork,UT,Owner,SRT Hellcat,green,black,Automanual,,8.0,Gasoline,4.0,Excellent,Excellent,RWD,14,1614.0,22.0,1,773.0236425621554,10.536877407910419,0.013630731102850062
